,数字孪生,,增加微模块空间层级（显示通道温度，相关数据）,优化级,P2,项目反馈,RR_1331,是,2023年8月1日,2023年8月24日,2023年8月24日,杜耀,UI设计,已完成,,需求池规划
,数字孪生,,【设备详情】从vs进入多测点绑定图元设备详情页面，标签选中效果和告警中断效果状态重叠，无法显示选中效果,优化级,P2,,RR_1552,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,已完成,,需求池规划
,数字孪生,,【第一视角】进入有房间抬高的楼层场景运行态，切换到任意子系统视图后进入第一视角，无法移动,优化级,P2,,RR_1553,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,已完成,,需求池规划
,数字孪生,,【SSR】云端渲染模式，地图热点、建筑、楼层、房间、设备配置悬浮悬浮效果不生效,优化级,P2,,RR_1554,否,2023年8月7日,2023年8月24日,2023年8月24日,,发布,已完成,,需求池规划
,数字孪生,,【项目导入】在SP008版本中，导入旧项目，包含旧模型，导入成功之后，旧模型会覆盖新模型，导致模型相关功能无法使用,优化级,P2,,RR_1555,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,已完成,,需求池规划
,数字孪生,,【空间树导航】在空间树导航项目编辑窗口，选中机柜列右键分享查看，跳转vs页面中，提示：场景不存在,优化级,P2,,RR_1556,否,2023年8月7日,2023年8月24日,2023年8月24日,,发布,已完成,,需求池规划
,数字孪生,,"增加场景保存文件大小限制, 超出提示",优化级,P2,,RR_1559,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,已完成,,需求池规划
,数字孪生,,【SSR】云端渲染模式下，地图场景热点图标展示效果与本地渲染图标展示效果不一致,优化级,P2,,RR_1564,否,2023年8月7日,2023年8月24日,2023年8月24日,,发布,已完成,,需求池规划
,数字孪生,,【场景运行】从vs进入dd、rp场景，页面场景加载明显卡顿,优化级,P2,,RR_1565,否,2023年8月7日,2023年8月24日,2023年8月24日,,发布,已完成,,需求池规划
,数字孪生,,【TDVS】当机柜列存在空的机柜位时，在TDVS中不会显示空的机柜位，第一视角中无法通过空的机柜位,优化级,P2,,RR_1570,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,已完成,,需求池规划
,数字孪生,,【机柜列/微模块】在机柜列、微模块编辑排布页面，勾选机柜配件后，在机柜列、微模块详情页面，不显示机柜配件,优化级,P2,,RR_1591,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,已完成,,需求池规划
,数字孪生,,【需求优化】在图元库_图元列表页面，批量导出图元时，勾选图元，左边的设备类型树，显示已选中数量和总数（已选中数量/总数）,优化级,P2,,RR_1592,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,未开始,,需求池规划
,数字孪生,,【素材管理-材质库/模型库】分组名称长度做限制,优化级,P2,,RR_1597,否,2023年8月7日,2023年8月24日,2023年8月24日,,发布,已完成,,需求池规划
,数字孪生,,画空间，填充天花板,优化级,P2,,RR_1615,否,2023年8月7日,2023年8月24日,2023年8月24日,,需求,已完成,,需求池规划
,数字孪生,,3D组态漏水绳需要设置分段,优化级,P2,,RR_1797,否,2023年8月7日,2023年8月24日,2023年8月24日,,UI设计,已完成,,需求池规划
,数字孪生,,三维项目导入时，ID相同提示无法导入成功，可以提示，选择追加或者覆盖,优化级,P2,,RR_1978,否,,,,,,未开始,,需求池规划
,数字孪生,,保存时允许只保存当前场景（不是整个项目）,优化级,P2,,RR_1811,否,,,,,,已完成,,需求池规划
,数字孪生,,服务器端渲染进入便需要开始，切换2/3D场景后不会中断推流,,P2,,RR_2084,是,,,,,,未开始,,需求池规划
,数字孪生,,温度云图调整冷热通道的算法，体现出冷热通道的形状,,P2,,RR_2085,否,,,,,,已完成,,需求池规划
,数字孪生,,保存时允许只保存当前场景（不是整个项目）,优化级,,,RR_1811,是,,,,,,,,需求池规划
